sample_id,no_data,clouds,artificial,cultivated,broadleaf,coniferous,herbaceous,natural,snow,water
10087,0.0,0.0,0.0,0.24688720703125,0.0,0.0,0.75311279296875,0.0,0.0,0.0
10088,0.0,0.0,0.0,0.9578094482421875,4.57763671875e-05,0.0,0.042144775390625,0.0,0.0,0.0
10089,0.0,0.0,0.0,0.8112945556640625,0.0,0.0,0.1887054443359375,0.0,0.0,0.0
10090,0.0,0.0,0.0,0.3806610107421875,0.52630615234375,0.0,0.0930328369140625,0.0,0.0,0.0
10091,0.0,0.0,0.0,0.7537994384765625,0.00067138671875,0.0,0.2455291748046875,0.0,0.0,0.0
10092,0.0,0.0,0.0,0.999725341796875,0.0,0.0,0.000274658203125,0.0,0.0,0.0
10093,0.0,0.0,0.0098876953125,0.9320220947265625,0.0033721923828125,0.0,0.0542144775390625,0.0,0.0,0.0005035400390625
10094,0.0,0.0,0.0,0.1555328369140625,0.2011871337890625,0.0,0.643280029296875,0.0,0.0,0.0
10095,0.0,0.0,0.0,0.6428375244140625,0.331695556640625,0.0,0.0254669189453125,0.0,0.0,0.0
10096,0.0,0.0,0.0,0.65570068359375,0.0,0.0,0.34429931640625,0.0,0.0,0.0
10097,0.0,0.0,0.0,0.92144775390625,0.006439208984375,0.0,0.072113037109375,0.0,0.0,0.0
10098,0.0,0.0,0.00567626953125,0.83331298828125,0.109954833984375,0.0,0.051055908203125,0.0,0.0,0.0
10099,0.0,0.0,0.0,0.0,0.930511474609375,0.0,0.069488525390625,0.0,0.0,0.0
10100,0.0,0.0,0.0,0.0,0.9999847412109375,0.0,1.52587890625e-05,0.0,0.0,0.0
10101,0.0,0.0,0.0,0.691650390625,0.07281494140625,0.0,0.23553466796875,0.0,0.0,0.0
10102,0.0,0.0,0.0,0.6011962890625,0.260009765625,0.0,0.1387939453125,0.0,0.0,0.0
10103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10104,0.0,0.0,0.0,0.606231689453125,0.10791015625,0.085601806640625,0.20025634765625,0.0,0.0,0.0
10105,0.0,0.0,0.0,0.0,0.1280975341796875,0.87188720703125,1.52587890625e-05,0.0,0.0,0.0
10106,0.0,0.0,0.0,0.0,0.2515411376953125,0.7479400634765625,0.000518798828125,0.0,0.0,0.0
10107,0.0,0.0,0.0,0.5307464599609375,0.4475555419921875,0.0,0.021697998046875,0.0,0.0,0.0
10108,0.0,0.0,0.0,0.277069091796875,0.453338623046875,0.0008392333984375,0.2687530517578125,0.0,0.0,0.0
10109,0.0,0.0,0.0,0.0,0.753265380859375,0.22369384765625,0.023040771484375,0.0,0.0,0.0
10110,0.0,0.0,0.0,0.0680389404296875,0.142730712890625,0.3927459716796875,0.396484375,0.0,0.0,0.0
10111,0.0,0.0,0.0,0.4151153564453125,0.088714599609375,7.62939453125e-05,0.49609375,0.0,0.0,0.0
10112,0.0,0.0,0.0,0.7434844970703125,0.1147613525390625,0.0,0.141754150390625,0.0,0.0,0.0
10113,0.0,0.0,0.0,0.0184783935546875,0.7581939697265625,0.0,0.22332763671875,0.0,0.0,0.0
10114,0.0,0.0,0.0,0.0,0.0547332763671875,0.0,0.9452667236328125,0.0,0.0,0.0
10115,0.0,0.0,0.0,0.00250244140625,0.1819915771484375,0.0,0.8155059814453125,0.0,0.0,0.0
10116,0.0,0.0,0.0,0.0,0.8890380859375,0.0,0.1109619140625,0.0,0.0,0.0
10117,0.0,0.0,0.0,0.0,0.9483795166015625,0.0,0.0516204833984375,0.0,0.0,0.0
10118,0.0,0.0,0.0050048828125,0.9949951171875,0.0,0.0,0.0,0.0,0.0,0.0
10119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10120,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10121,0.0,0.0,0.0,0.8983306884765625,3.0517578125e-05,0.0,0.1016387939453125,0.0,0.0,0.0
10122,0.0,0.0,0.0,0.7465057373046875,0.0,0.0,0.2534942626953125,0.0,0.0,0.0
10123,0.0,0.0,0.0,1.52587890625e-05,0.388458251953125,0.0,0.6115264892578125,0.0,0.0,0.0
10124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10125,0.0,0.0,0.0,0.926666259765625,0.0001373291015625,0.0,0.0731964111328125,0.0,0.0,0.0
10126,0.0,0.0,0.0,0.6343536376953125,0.0020599365234375,0.0,0.36358642578125,0.0,0.0,0.0
10127,0.0,0.0,0.0,0.7135009765625,0.0009613037109375,0.0,0.2855377197265625,0.0,0.0,0.0
10128,0.0,0.0,0.0,0.9481964111328125,0.03619384765625,0.0,0.0156097412109375,0.0,0.0,0.0
10129,0.0,0.0,0.0,0.0359954833984375,0.616302490234375,0.0,0.3477020263671875,0.0,0.0,0.0
10130,0.0,0.0,0.0,0.108154296875,0.44757080078125,0.0,0.44427490234375,0.0,0.0,0.0
10131,0.0,0.0,0.0,0.90020751953125,0.0,0.0,0.09979248046875,0.0,0.0,0.0
10132,0.0,0.0,0.0,0.0872344970703125,0.693359375,0.0,0.2194061279296875,0.0,0.0,0.0
10133,0.0,0.0,0.0,0.5834808349609375,0.1824493408203125,0.0,0.23406982421875,0.0,0.0,0.0
10134,0.0,0.0,0.0,0.456787109375,0.1537017822265625,0.0,0.3895111083984375,0.0,0.0,0.0
10135,0.0,0.0,0.1447601318359375,0.8479461669921875,0.0,0.0,0.007293701171875,0.0,0.0,0.0
10136,0.0,0.0,0.01629638671875,0.9804534912109375,0.0,0.0,0.0032501220703125,0.0,0.0,0.0
10137,0.0,0.0,0.000457763671875,0.6174468994140625,3.0517578125e-05,0.0,0.371063232421875,0.0,0.0,0.0110015869140625
10138,0.0,0.0,0.0164794921875,0.953033447265625,0.0001983642578125,0.0,0.0301513671875,0.0,0.0,0.0001373291015625
10139,0.0,0.0,0.0,0.042022705078125,0.944976806640625,0.0,0.01300048828125,0.0,0.0,0.0
10140,0.0,0.0,0.0,0.0719451904296875,0.840667724609375,0.0,0.0873870849609375,0.0,0.0,0.0
10141,0.0,0.0,0.0,0.1644134521484375,0.1944427490234375,0.0,0.641143798828125,0.0,0.0,0.0
10142,0.0,0.0,0.0,0.0,0.1980743408203125,0.0,0.8019256591796875,0.0,0.0,0.0
10143,0.0,0.0,0.0,0.0100555419921875,0.7683258056640625,0.0,0.22161865234375,0.0,0.0,0.0
10144,0.0,0.0,0.0,0.0,0.9997711181640625,0.0001983642578125,3.0517578125e-05,0.0,0.0,0.0
10145,0.0,0.0,0.0,0.260833740234375,0.0254974365234375,0.0,0.7136688232421875,0.0,0.0,0.0
10146,0.0,0.0,0.0,0.0,0.8260345458984375,0.1739501953125,1.52587890625e-05,0.0,0.0,0.0
10147,0.0,0.0,0.0,0.0267181396484375,0.819580078125,0.0077972412109375,0.145904541015625,0.0,0.0,0.0
10148,0.0,0.0,0.0,0.8197784423828125,0.1370849609375,0.00164794921875,0.0414886474609375,0.0,0.0,0.0
10149,0.0,0.0,0.0,0.01318359375,0.163482666015625,0.7349090576171875,0.0884246826171875,0.0,0.0,0.0
10150,0.0,0.0,0.0,0.0,0.0278778076171875,0.9720916748046875,3.0517578125e-05,0.0,0.0,0.0
10151,0.0,0.0,0.0,0.007415771484375,0.3693084716796875,0.18804931640625,0.4352264404296875,0.0,0.0,0.0
10152,0.0,0.0,0.0029144287109375,0.5801849365234375,0.1098785400390625,0.00128173828125,0.3057403564453125,0.0,0.0,0.0
10153,0.0,0.0,0.0,0.09130859375,0.005401611328125,0.834075927734375,0.068023681640625,0.0,0.0,0.001190185546875
10154,0.0,0.0,0.0,0.01141357421875,0.0635986328125,0.84527587890625,0.0797119140625,0.0,0.0,0.0
10155,0.0,0.0,0.0,0.000213623046875,0.349212646484375,0.5713958740234375,0.0791778564453125,0.0,0.0,0.0
10156,0.0,0.0,0.0,0.042449951171875,0.6742401123046875,0.00067138671875,0.2826385498046875,0.0,0.0,0.0
10157,0.0,0.0,0.0,0.00115966796875,0.7260284423828125,0.0,0.2728118896484375,0.0,0.0,0.0
10158,0.0,0.0,0.0,0.0,0.9292144775390625,0.0,0.0707855224609375,0.0,0.0,0.0
10159,0.0,0.0,0.0,0.0,0.5195770263671875,0.0,0.4804229736328125,0.0,0.0,0.0
10160,0.0,0.0,0.0,0.0,0.9779205322265625,0.0,0.0220794677734375,0.0,0.0,0.0
10161,0.0,0.0,0.0,0.0,0.99993896484375,0.0,6.103515625e-05,0.0,0.0,0.0
10162,0.0,0.0,0.0,0.0,0.9976959228515625,0.0,0.0023040771484375,0.0,0.0,0.0
10163,0.0,0.0,0.0,0.9868927001953125,0.0,0.0,0.0131072998046875,0.0,0.0,0.0
10164,0.0,0.0,0.0,0.9870147705078125,0.0,0.0,0.0129852294921875,0.0,0.0,0.0
10165,0.0,0.0,0.0,0.969573974609375,0.0,0.0,0.030426025390625,0.0,0.0,0.0
10166,0.0,0.0,0.0,0.9812164306640625,0.0,0.0,0.0187835693359375,0.0,0.0,0.0
10167,0.0,0.0,0.0,0.0,0.999969482421875,0.0,3.0517578125e-05,0.0,0.0,0.0
10168,0.0,0.0,0.0,0.73199462890625,0.0,0.0,0.26800537109375,0.0,0.0,0.0
10169,0.0,0.0,0.0,0.8086395263671875,0.0,0.0,0.1913604736328125,0.0,0.0,0.0
10170,0.0,0.0,0.0,0.8274688720703125,0.0,0.0,0.1725311279296875,0.0,0.0,0.0
10171,0.0,0.0,0.0,0.9586029052734375,0.0,0.0,0.0413970947265625,0.0,0.0,0.0
10172,0.0,0.0,0.0,0.760589599609375,0.0,0.0,0.239410400390625,0.0,0.0,0.0
10173,0.0,0.0,0.0,0.999755859375,0.0,0.0,0.000244140625,0.0,0.0,0.0
10174,0.0,0.0,0.0,0.821075439453125,0.05889892578125,0.0,0.120025634765625,0.0,0.0,0.0
10175,0.0,0.0,0.0,0.29803466796875,0.63275146484375,9.1552734375e-05,0.069122314453125,0.0,0.0,0.0
10176,0.0,0.0,0.0,0.1305389404296875,0.272857666015625,0.0,0.5966033935546875,0.0,0.0,0.0
10177,0.0,0.0,0.0,0.3889923095703125,0.1378021240234375,0.0,0.47320556640625,0.0,0.0,0.0
10178,0.0,0.0,0.0,0.0,0.9795684814453125,0.0,0.0204315185546875,0.0,0.0,0.0
10179,0.0,0.0,0.03668212890625,0.0897979736328125,0.0214080810546875,0.0,0.85211181640625,0.0,0.0,0.0
